score,priority,urgencia,horas_restantes,organismo,region,nombre,monto,cliente_previo,organismo_prioritario,oportunidad_estructural,establecimiento_red,matched_high,matched_medium,codigo,fecha_publicacion,fecha_cierre,url
5,MEDIA,NORMAL,,,,PJ 22 P01 RELOJ CONTROL SLEP FEBRERO- JULIO 2026,,False,False,,,,SLEP,1084156-202-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1084156-202-SE26
5,MEDIA,NORMAL,,,,INSUMOS DEPORTIVOS VIDA ACTIVA Y SALUDABLE EN LA EPJA - LICEO TÉCNICO ANTOFAGASTA,,False,False,,,,EPJA,1209-115-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1209-115-AG26
5,MEDIA,NORMAL,,,,MOBILIARIO ESTABLECIMIENTOS EDUCACIONALES SLEP MAULE COSTA,,False,False,,,,SLEP,1233619-895-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1233619-895-SE26
5,MEDIA,NORMAL,,,,CAPACITACIÓN PORTAFOLIO DOCENTE LICEO MARIANO LATORRE P02,,False,False,,,,capacitación,1233619-992-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1233619-992-AG26
5,MEDIA,NORMAL,,,,ADQUISICION EQUIPAMIENTO DE CONECTIVIDAD Y VIDEOCONFERENCIA SLEP ELQUI compra ágil: 1305532-44-COT26,,False,False,,,,SLEP,1305532-47-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1305532-47-AG26
5,MEDIA,NORMAL,,,,compra ágil: 1305541-17-COT26 Adquisición de insumos y materiales para equipo de soporte TI del SLEP Los Libertadores,,False,False,,,,SLEP,1305541-30-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1305541-30-AG26
5,MEDIA,NORMAL,,,,CONTRATACIÓN DE SERVICIO DE ARRIENDO DE DISPENSADORES DE AGUA PURIFICADA PARA EL SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE LOS LIBERTADORES compra ágil: 1305541-9-COT26,,False,False,,,,servicio local de educación,1305541-9-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1305541-9-AG26
5,MEDIA,NORMAL,,,,Orden de Compra generada por invitación a compra ágil: 1355-23-COT26/ CAPACITACION USO Y MANEJO DE EXTINTORES DE INCENDIO,,False,False,,,,capacitación,1355-28-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1355-28-AG26
5,MEDIA,NORMAL,,,,"CAPACITACIÓN COACHING DE LIDERAZGO PARA FUNCIONARIOS DE GENDARMERIA DE CHILE, REGIÓN DE ATACAMA  compra ágil: 1376-92-COT26",,False,False,,,,capacitación,1376-427-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1376-427-AG26
5,MEDIA,NORMAL,,,,SC-53030/35650-6/JUNJI/ADQ. VALES DE GAS /ARG,,False,False,,,,JUNJI,1393495-591-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1393495-591-CM26
5,MEDIA,NORMAL,,,,SC-53095/35387-6/JUNJI/ADQ. VALES DE GAS /ARG,,False,False,,,,JUNJI,1393495-592-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1393495-592-CM26
5,MEDIA,NORMAL,,,,SC-49171/35472-4/JUNJI/ADQ. VALES DE GAS /DMG,,False,False,,,,JUNJI,1393495-612-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1393495-612-CM26
5,MEDIA,NORMAL,,,,SC-53191/35474-0/JUNJI/ADQ. VALES DE GAS/ARG,,False,False,,,,JUNJI,1393495-628-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1393495-628-CM26
5,MEDIA,NORMAL,,,,SC-53694/35651-4/JUNJI/ADQ. VALES DE GAS /JFM,,False,False,,,,JUNJI,1393495-629-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1393495-629-CM26
5,MEDIA,NORMAL,,,,SC-54134/35648-4/JUNJI/ADQ. VALES DE GAS /HRR,,False,False,,,,JUNJI,1393495-649-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1393495-649-CM26
5,MEDIA,NORMAL,,,,SC-53985/35390-6/JUNJI/ADQ. VALES DE GAS /HRR,,False,False,,,,JUNJI,1393495-650-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1393495-650-CM26
5,MEDIA,NORMAL,,,,Servicio de Alarmas (JUNJI),,False,False,,,,JUNJI,1414396-131-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1414396-131-SE26
5,MEDIA,NORMAL,,,,ADQ. MATERIALES ENSEÑANZA MATEMÁTICA SLEP PINO. LINEA N°2.,,False,False,,,,SLEP,1414396-156-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1414396-156-SE26
5,MEDIA,NORMAL,,,,Adquisición vales de gas para establecimientos educacionales del SLEP Los Libertadores,,False,False,,,,SLEP,1436733-124-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1436733-124-CM26
5,MEDIA,NORMAL,,,,CAPACITACION E-LEARNING  ,,False,False,,,,capacitación,1575-73-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1575-73-SE26
5,MEDIA,NORMAL,,,,GESDEP - SERVICIO DE CONTROL DE PLAGAS PARA DEPENDENCIAS JUNJI REGIÓN DEL BIOBÍO,,False,False,,,,JUNJI,1576-116-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1576-116-AG26
5,MEDIA,NORMAL,,,,CAPACITACION TEORICO PRACTICO 1743-69-COT26,,False,False,,,,capacitación,1743-399-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1743-399-AG26
5,MEDIA,NORMAL,,,,Capacitación para el Servicio Civil Estereotipos de Género y Masculinidad Nivel Avanzado (PMG),,False,False,,,,capacitación,1750-223-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1750-223-AG26
5,MEDIA,NORMAL,,,,"Artículos escolares. Establecimientos educacionales  EPJA, proyecto SAAT. SOL109_EDUC26_JMC",,False,False,,,,EPJA,1755-285-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1755-285-AG26
5,MEDIA,NORMAL,,,,Contratación capacitación Operacion grua orquilla para usuarios PILSA de CRS Coronela compra ágil: 1969-187-COT26,,False,False,,,,capacitación,1969-462-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=1969-462-AG26
5,MEDIA,NORMAL,,,,ORDEN DE COMPRA DESDE 2258-52-LE26 CAPACITACION,,False,False,,,,capacitación,2258-5897-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2258-5897-SE26
5,MEDIA,NORMAL,,,,MATERIAL DE DIFUSIÓN 2026 - PROGRAMA MUJERES JEFAS DE HOGAR ágil: 2273-541-COT26; Memo 17630 mms,,False,False,,,,mujeres jefas de hogar,2273-531-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2273-531-AG26
5,MEDIA,NORMAL,,,,DIPLOMADO PROFESIONAL AIDIA — SOLICITUD Nº 6294,,False,False,,,,diplomado,2284-628-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2284-628-AG26
5,MEDIA,NORMAL,,,,"CONTRATO SUMINISTRO: MANTENCIONES VARIAS PARA JARDIN INF. PEQUEÑOS GIRASOLES, FONDOS JUNJI",,False,False,,,,JUNJI,2306-617-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2306-617-SE26
5,MEDIA,NORMAL,,,,ADQ. SERV. CAPACITACION LICEO ANDRES BELLO/23605 compra ágil: 2328-842-COT26,,False,False,,,,capacitación,2328-975-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2328-975-AG26
5,MEDIA,NORMAL,,,,Servicio de capacitación presupuesto municipal.Orden de Compra generada por invitación a compra ágil: 2428-969-COT26,,False,False,,,,capacitación,2428-803-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2428-803-AG26
5,MEDIA,NORMAL,,,,"CAPACITACION COMUNITARIA, PARA DIRECCION GESTION DE RIESGOS DE DESASTRES",,False,False,,,,capacitación,2430-203-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2430-203-AG26
5,MEDIA,NORMAL,,,,SERVICIO DE COFFE DE CIERRE DE PROYECTO FONAPI 2025 “ENTRE HILOS Y  APOYOS.,,False,False,,,,FONAPI,2591-717-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2591-717-AG26
5,MEDIA,NORMAL,,,,"Solicitud de recuerdos, cuadros y flores para cierre de proyecto de cierre “Entre Hilos y  Apoyos”. FONAPI 2025",,False,False,,,,FONAPI,2591-721-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2591-721-AG26
5,MEDIA,NORMAL,,,,SOLICITUD DE COMPRA DE INSUMOS PARA CAPACITACIÓN DE LIDERES  COMUNITARIO DEL PROGRAMA MÁS ADULTOS MAYORES AUTOVALENTES  AÑO 2026.,,False,False,,,,capacitación,2591-722-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2591-722-AG26
5,MEDIA,NORMAL,,,,SOLICITUD DE COMPRA DE INSUMOS PARA CAPACITACIÓN DE LIDERES  COMUNITARIO DEL PROGRAMA MÁS ADULTOS MAYORES AUTOVALENTES  AÑO 2026.,,False,False,,,,capacitación,2591-723-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2591-723-AG26
5,MEDIA,NORMAL,,,,INSUMOS PARA CAPACITACIÓN,,False,False,,,,capacitación,2677-238-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2677-238-AG26
5,MEDIA,NORMAL,,,,"SERVICIO DE CAPACITACION PARA DOCENTES, ESC. EDUARDO FDEZ. DE ASTURIAS",,False,False,,,,capacitación,2756-87-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=2756-87-AG26
5,MEDIA,NORMAL,,,,SILLA NIDO PARA SALA CUNA (NORMA JUNJI). Orden de Compra generada por invitación a compra ágil: 3177-94-COT26.Orden de Compra codigo: 3177-230-AG26 dirigida a COMERCIAL BRACACE LIMITADA,,False,False,,,,JUNJI,3177-230-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3177-230-AG26
5,MEDIA,NORMAL,,,,PROTOCOLOS DE EVALUACIÓN LICEO TÉCNICO PROFESIONAL ALEJANDRO ROJAS SIERRA Orden de Compra generada por invitación a compra ágil: 3299-157-COT26,,False,False,,,,liceo técnico profesional,3299-264-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3299-264-AG26
5,MEDIA,NORMAL,,,,ADQUISICIÓN DE INSUMOS MÉDICOS Y DE ORTOPEDIA PARA LA ESCUELA DE FORMACIÓN DE CARABINEROS.Orden de Compra generada por invitación a compra ágil: 3453-126-COT26,,False,False,,,,formación,3453-326-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3453-326-AG26
5,MEDIA,NORMAL,,,,ADQUISICIÓN DE MAQUINA PARCHADORA PARA LA ESCUELA DE FORMACIÓN DE CARABINEROSOrden de Compra generada por invitación a compra ágil: 3453-105-COT26,,False,False,,,,formación,3453-344-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3453-344-AG26
5,MEDIA,NORMAL,,,,ADQUISICIÓN DE EQUIPOS RADIALES PARA LA ESCUELA DE FORMACIÓN DE CARABINEROS.Orden de Compra generada por invitación a compra ágil: 3453-146-COT26,,False,False,,,,formación,3453-353-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3453-353-AG26
5,MEDIA,NORMAL,,,,SERVICIO DE MANTENCIÓN DE ESTUFAS TURBOCALEFACTOR DE LA ESCUELA DE FORMACIÓN DE CARABINEROS.Orden de Compra generada por invitación a compra ágil: 3453-150-COT26,,False,False,,,,formación,3453-363-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3453-363-AG26
5,MEDIA,NORMAL,,,,"TRANSITO, CAPACITACION SENAPRED",,False,False,,,,capacitación,3506-585-CM26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3506-585-CM26
5,MEDIA,NORMAL,,,,CAPACITACIÓN EN CONTRATOS A HONORARIOS APLICADOS AL ÁMBITO MUNICIPAL Y DE SALUD PARA LAS FUNCIONARIAS KATHERINNE VILLEGAS Y DANIELA DÍAZ,,False,False,,,,capacitación,3637-205-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3637-205-AG26
5,MEDIA,NORMAL,,,,Movilización FONAPI (387-188-COT26),,False,False,,,,FONAPI,387-231-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=387-231-AG26
5,MEDIA,NORMAL,,,,"Material de enseñanza para S. Cuna y J. Infantil Tiempo de Crecer, fondos JUNJI.",,False,False,,,,JUNJI,3922-698-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3922-698-SE26
5,MEDIA,NORMAL,,,,"Material de oficina para S. Cuna y J. Infantil Tiempo de Crecer, fondos JUNJI.",,False,False,,,,JUNJI,3922-699-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=3922-699-SE26
5,MEDIA,NORMAL,,,,ALIMENTOS PROG. MUJERES JEFAS DE HOGAR DIDECO,,False,False,,,,mujeres jefas de hogar,4037-450-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4037-450-SE26
5,MEDIA,NORMAL,,,,"ADQUISICIÓN DE MATERIALES PARA LA REPARACIÓN DEL TECHO DEL GIMNASIO DEL PLANTEL DE LOS CARABINEROS ALUMNOS Y ALUMNAS DE ESTE PLANTEL DE ESTUDIO, DE LA ESCUELA DE FORMACIÓN DE CARABINEROS “GRUPO VALDIVIA”.",,False,False,,,,formación,4230-119-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4230-119-AG26
5,MEDIA,NORMAL,,,,Orden de Compra ágil: 4322-393-COT26 ADQUISICION DE INSUMOS PARA ACTIVIDADES PROGRAMA MUJERES JEFAS DE HOGAR,,False,False,,,,mujeres jefas de hogar,4322-415-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4322-415-AG26
5,MEDIA,NORMAL,,,,Convenio Mais Taller de capacitación,,False,False,,,,capacitación,4337-331-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=4337-331-SE26
5,MEDIA,NORMAL,,,,"Servicio de Capacitación en Terreno, Gira Técnica y Visita Guiada en Turismo Apícola, Prodesal, ODEL compra ágil: 5043-26-COT26",,False,False,,,,capacitación,5043-25-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=5043-25-AG26
5,MEDIA,NORMAL,,,,RADIO TAXIS EJECUTIVOS CAPACITACION RANCO CENSO,,False,False,,,,capacitación,511077-39-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=511077-39-SE26
5,MEDIA,NORMAL,,,,"10032698 ""CAPACITACION DE TRABAJO EN ALTURA ALUMNOS CEME""",,False,False,,,,capacitación,514862-374-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=514862-374-AG26
5,MEDIA,NORMAL,,,,Coffee break diarios para Diplomado ACAGUE  Orden de Compra generada por invitación a compra ágil: 5609-112-COT26,,False,False,,,,diplomado,5609-108-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=5609-108-AG26
5,MEDIA,NORMAL,,,,CUBETAS FRPD BIP 40074604-0 - P.LAZO,,False,False,,,,FRPD,5626-325-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=5626-325-AG26
5,MEDIA,NORMAL,,,,"Orden de Compra generada por invitación a compra ágil: 5738-27-COT26. Servicio de Producción, organización y ejecución de jornada de capacitación presencial dirigido a la red colaboradora de JUNAEB DR Arica y Parinacota.",,False,False,,,,capacitación,5738-22-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=5738-22-AG26
5,MEDIA,NORMAL,,,,INSUMOS ALIMENTICIOS REUNIONES EPJA,,False,False,,,,EPJA,5795-63-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=5795-63-AG26
5,MEDIA,NORMAL,,,,Curso Formación de Auditor Interno ISO 27.007,,False,False,,,,formación,586-346-AG26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=586-346-AG26
5,MEDIA,NORMAL,,,,ADQUISICIÓN SERVICIO DE CAPACITACIÓN PARA PLAN ANNUAL DE CAPACITACIONES PAC SERVICIO DE SALUD ARICA Y PARINACOTA AÑO 2026 OT N°433 DESDE 635-102-LE26,,False,False,,,,capacitación,635-1038-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=635-1038-SE26
5,MEDIA,NORMAL,,,,ADQUISICIÓN SERVICIO DE CAPACITACIÓN PARA PLAN ANNUAL DE CAPACITACIONES PAC SERVICIO DE SALUD ARICA Y PARINACOTA AÑO 2026 OT N°433 DESDE 635-102-LE26,,False,False,,,,capacitación,635-1039-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=635-1039-SE26
5,MEDIA,NORMAL,,,,COMPRA DE CURSOS DE CAPACITACION DEL PAC PARA EL SERVICIO DE SALUD ARICA Y PARINACOTA OT N°139 CC:PAC DESDE 635-44-L126,,False,False,,,,capacitación,635-539-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=635-539-SE26
5,MEDIA,NORMAL,,,,Capacitación Programa Empoderamiento de Mujeres,,False,False,,,,capacitación,721-194-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=721-194-SE26
5,MEDIA,NORMAL,,,,ADQUISICION DE SERVICIO DE CAPACITACION PDTI,,False,False,,,,capacitación,741-116-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=741-116-SE26
5,MEDIA,NORMAL,,,,"OC DE LICITACION PUBLICA 761-5-LR26 - LINEA 20 - ""DIPLOMADO EN DISEÑO DE PLANES DE GESTIÓN COMUNAL PARA LA PREVENCIÓN DEL CONSUMO DE ALCOHOL Y OTRAS DROGAS"" E6838/2026 (E492/2026)",,False,False,,,,diplomado,761-218-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=761-218-SE26
5,MEDIA,NORMAL,,,,"OC DE LICITACION PUBLICA 761-5-LR26 - LINEA 16 - ""DIPLOMADO EN PLAN COMUNAL DE FISCALIZACIÓN LEY 21.020 SOBRE TENENCIA RESPONSABLE DE MASCOTAS Y ANIMALES DE COMPAÑÍA CON ENFOQUE EN LA PREVENCIÓN Y TRABAJO TRANSDISCIPLINARIO"" E6833/2026 (E492/2026)",,False,False,,,,diplomado,761-219-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=761-219-SE26
5,MEDIA,NORMAL,,,,"OC DE LICITACION PUBLICA 761-5-LR26 - LINEA 18 - ""DIPLOMADO EN GESTIÓN ENERGÉTICA REGIONAL Y LOCAL"" E6835/2026 (E492/2026)",,False,False,,,,diplomado,761-220-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=761-220-SE26
5,MEDIA,NORMAL,,,,"OC DE LICITACION PUBLICA 761-5-LR26 - LINEA 19 - ""DIPLOMADO EN GERONTOLOGÍA SOCIAL APLICADA"" E6837/2026 (E492/2026)",,False,False,,,,diplomado,761-221-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=761-221-SE26
5,MEDIA,NORMAL,,,,RRFF RENOVACION DE CONTRATO SERVICIO DE FLETE RUTA RIO NEGRO A MAULLIN PARA J.I. CLASICOS PG 01 JUNJI REGIÓN DE LOS LAGOS SC 57970 CP 1462,,False,False,,,,JUNJI,853-172-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=853-172-SE26
5,MEDIA,NORMAL,,,,SERVICIO DE ARRIENDOS DE IMPRESORAS JUNJI XI. ABACO 60.472,,False,False,,,,JUNJI,854-101-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=854-101-SE26
5,MEDIA,NORMAL,,,,GDP_ ORDEN DE COMPRA DESDE 856-8-LE26 _ Capacitación _ SC Abaco 59.868.- ,,False,False,,,,capacitación,856-237-SE26,,,https://www.mercadopublico.cl/Procurement/Modules/RFB/DetailsAcquisition.aspx?idlicitacion=856-237-SE26
